,sample_id,group,scNiche,annotations_level1,annotations_level2,annotations_level3
BI5XO_D1_ledhgpeh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lednlnko-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ledoncfj-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-neutrophil,MP-neutrophil
BI5XO_D1_leednjhd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leefgkfl-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-osteoclast
BI5XO_D1_leefidhg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leeojgnk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_leffjmed-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leflgkeb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_legfdkcm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_legjjipm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_legngeag-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lehfpnaj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lehhffek-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lehkkkgk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leifeplo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leihjpck-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leioggeo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lejbhgeg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lejcpmjg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lejfppnd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lejimlck-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lekldllj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leklkdeb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lelbngkk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leleoack-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lellnkce-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lelmbdag-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lemdmmlo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lemmfkal-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lemnmkbb-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lenaecmj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lendbleh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lenfighf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lenioafn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lenlppaj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leoeickd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leogplkj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_leojjfcd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leojjkef-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_leonoecg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leopgmip-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_leoppjga-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lepaenof-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lepdcjob-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lepjekin-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leppgfdn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfadlbcn-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lfafakgg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lfaknnjb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfanegjk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lfaokcel-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfbcndbm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfbholck-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfbkpbla-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfchfmjn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfcjhbga-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfcomjoj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfdchjje-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfdkbpmg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lfdndibh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfdndmfa-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lfdoflmj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfefmeob-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfekekhg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lfenkpai-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfepnfpf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lffapelc-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lffddkcm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lffkagab-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lffllked-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lfgbfhbn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfghfoie-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfgjjmho-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lfhadppn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfhbkipb-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfhdcbak-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfhmnkid-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfhobdad-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfihepoo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfilkhli-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfiodfcd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lfjbapfa-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lfjbinhb-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfkbidhm-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfkfjnhi-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfkfmfbi-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfkgiclj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfkhoigg-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lflbbkco-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lflcikfb-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfldjojd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lflilmmo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lflncjga-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lflnckbo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lflpcifh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lfmfknfd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfnallfa-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lfnmecmp-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lfoaaecf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfocomcl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfopledp-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfpcclmi-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfpendol-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lfpfkdni-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lfphmlpd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lfpphcbn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lgachahh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lgachdoh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgaogklm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lgapchng-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lgbgoljf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgbkfhfk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lgcejbhp-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lgcgebdc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lgdfijeh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lgebaaan-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgehcmfn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lgehodmf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgencoee-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lgfanoej-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lggblkgk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lggepjkf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lggmnlkj-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgihdhll-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgmlkkhk-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgmmpcck-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgmncgja-1,BI5XO_D1,dim,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lgobfflf-1,BI5XO_D1,dim,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lgohknhg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lgpaadke-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lgpekibb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lgphhnho-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lhadmmjj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lhaegdni-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lhaifmbk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lhbbifcd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lhbmpknk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lhbppleg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lhchbplc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lhdkjgma-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lhdmedgm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lheaaeck-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lheaggip-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lheaghpd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhelhmfd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhfjddof-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lhfnfake-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lhfpnkon-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhglkado-1,BI5XO_D1,dim,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_D1_lhgnmmoi-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhhkfkcp-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhhmocon-1,BI5XO_D1,dim,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-osteoclast
BI5XO_D1_lhilpceg-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhimehfm-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhjblgfj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lhjbnoch-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lhjgjhfp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lhjjkmln-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lhjnlnee-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhkachjl-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhkidgcf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhkilmof-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhkpmaed-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhladjgp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhlajfma-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhlegeki-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lhlljkkj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhlmffob-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhlnbbja-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lhlopmnl-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhmekamk-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhndmkcn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhnelocb-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhnjcocn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhnjoonk-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhoiicco-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhojijfi-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lhongpjp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lhpklnbk-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_liahhepj-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_liakaeee-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lialhfej-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_libceabn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_libdfdid-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_libifklh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_libpimfl-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_licbimag-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_liccnand-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_licfilah-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_licgnoom-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_licgobgf-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lidfigho-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lidjeidm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lifaiiio-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lifcakni-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lifckabn-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lifkpfia-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_ligafgao-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ligamkne-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ligcemmo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lihcpgpa-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lihdjnje-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_liijhghm-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lijjikcp-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lijpodgl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_likcfiah-1,BI5XO_D1,dim,Niche1,Endothelial,VEC-vascular,VEC-arterial
BI5XO_D1_likjdoaa-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_liklhnoc-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_likoodbi-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lilelcdl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_liljclih-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lillgpgj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_limdlchc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
