id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	plasma|plasma	plasma|T-gd	plasma|T-CD4	plasma|T-CD8	plasma|B	plasma|NK	plasma|MP-neutrophil	plasma|VEC-vascular	plasma|mast	plasma|MP-DC	T-gd|plasma	T-gd|T-gd	T-gd|T-CD4	T-gd|T-CD8	T-gd|B	T-gd|NK	T-gd|MP-neutrophil	T-gd|VEC-vascular	T-gd|mast	T-gd|MP-DC	T-CD4|plasma	T-CD4|T-gd	T-CD4|T-CD4	T-CD4|T-CD8	T-CD4|B	T-CD4|NK	T-CD4|MP-neutrophil	T-CD4|VEC-vascular	T-CD4|mast	T-CD4|MP-DC	T-CD8|plasma	T-CD8|T-gd	T-CD8|T-CD4	T-CD8|T-CD8	T-CD8|B	T-CD8|NK	T-CD8|MP-neutrophil	T-CD8|VEC-vascular	T-CD8|mast	T-CD8|MP-DC	B|plasma	B|T-gd	B|T-CD4	B|T-CD8	B|B	B|NK	B|MP-neutrophil	B|VEC-vascular	B|mast	B|MP-DC	NK|plasma	NK|T-gd	NK|T-CD4	NK|T-CD8	NK|B	NK|NK	NK|MP-neutrophil	NK|VEC-vascular	NK|mast	NK|MP-DC	MP-neutrophil|plasma	MP-neutrophil|T-gd	MP-neutrophil|T-CD4	MP-neutrophil|T-CD8	MP-neutrophil|B	MP-neutrophil|NK	MP-neutrophil|MP-neutrophil	MP-neutrophil|VEC-vascular	MP-neutrophil|mast	MP-neutrophil|MP-DC	VEC-vascular|plasma	VEC-vascular|T-gd	VEC-vascular|T-CD4	VEC-vascular|T-CD8	VEC-vascular|B	VEC-vascular|NK	VEC-vascular|MP-neutrophil	VEC-vascular|VEC-vascular	VEC-vascular|mast	VEC-vascular|MP-DC	mast|plasma	mast|T-gd	mast|T-CD4	mast|T-CD8	mast|B	mast|NK	mast|MP-neutrophil	mast|VEC-vascular	mast|mast	mast|MP-DC	MP-DC|plasma	MP-DC|T-gd	MP-DC|T-CD4	MP-DC|T-CD8	MP-DC|B	MP-DC|NK	MP-DC|MP-neutrophil	MP-DC|VEC-vascular	MP-DC|mast	MP-DC|MP-DC	VIC-transitional|VIC-transitional	VIC-transitional|VIC-IFN	VIC-transitional|VIC-remodelling	VIC-transitional|VIC-quiescent	VIC-IFN|VIC-transitional	VIC-IFN|VIC-IFN	VIC-IFN|VIC-remodelling	VIC-IFN|VIC-quiescent	VIC-remodelling|VIC-transitional	VIC-remodelling|VIC-IFN	VIC-remodelling|VIC-remodelling	VIC-remodelling|VIC-quiescent	VIC-quiescent|VIC-transitional	VIC-quiescent|VIC-IFN	VIC-quiescent|VIC-remodelling	VIC-quiescent|VIC-quiescent	VIC-transitional|VIC-osteogenic	VIC-transitional|VEC-endocardial	VIC-IFN|VIC-osteogenic	VIC-IFN|VEC-endocardial	VIC-remodelling|VIC-osteogenic	VIC-remodelling|VEC-endocardial	VIC-osteogenic|VIC-transitional	VIC-osteogenic|VIC-IFN	VIC-osteogenic|VIC-remodelling	VIC-osteogenic|VIC-osteogenic	VIC-osteogenic|VEC-endocardial	VEC-endocardial|VIC-transitional	VEC-endocardial|VIC-IFN	VEC-endocardial|VIC-remodelling	VEC-endocardial|VIC-osteogenic	VEC-endocardial|VEC-endocardial	VIC-interstitial|VIC-interstitial	VIC-interstitial|VIC-quiescent	VIC-quiescent|VIC-interstitial	MP-macro|MP-macro	MP-macro|MP-mono	MP-macro|VIC-osteogenic	MP-macro|MP-DC	MP-mono|MP-macro	MP-mono|MP-mono	MP-mono|VIC-osteogenic	MP-mono|MP-DC	VIC-osteogenic|MP-macro	VIC-osteogenic|MP-mono	VIC-osteogenic|MP-DC	MP-DC|MP-macro	MP-DC|MP-mono	MP-DC|VIC-osteogenic	VIC-SMC|VIC-SMC	VIC-SMC|VEC-vascular	VIC-SMC|cycling	VEC-vascular|VIC-SMC	VEC-vascular|cycling	cycling|VIC-SMC	cycling|VEC-vascular	cycling|cycling
CPI-SC02FD11A30	WNT9A_FZD7_LRP5	simple:O14904	complex:FZD7_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0A41E0EEB	WNT8B_FZD7_LRP5	simple:Q93098	complex:FZD7_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04D905E1E	WNT8A_FZD7_LRP5	simple:Q9H1J5	complex:FZD7_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0E74F7843	WNT7B_FZD7_LRP5	simple:P56706	complex:FZD7_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06078DB4B	WNT7A_FZD7_LRP5	simple:O00755	complex:FZD7_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0CBE0F4A0	WNT6_FZD7_LRP5	simple:Q9Y6F9	complex:FZD7_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC052C897AB	WNT4_FZD7_LRP5	simple:P56705	complex:FZD7_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0E5329148	WNT3A_FZD7_LRP5	simple:P56704	complex:FZD7_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0115378E7	WNT16_FZD7_LRP5	simple:Q9UBV4	complex:FZD7_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0714EE585	WNT11_FZD7_LRP5	simple:O96014	complex:FZD7_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0F00C86AC	WNT10A_FZD7_LRP5	simple:Q9GZT5	complex:FZD7_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B8DA0A10	WNT1_FZD7_LRP6	simple:P04628	complex:FZD7_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06419700D	WNT1_FZD7_LRP5	simple:P04628	complex:FZD7_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC02CD488A4	WNT9A_FZD6_LRP6	simple:O14904	complex:FZD6_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0AF2D49CF	WNT8B_FZD6_LRP6	simple:Q93098	complex:FZD6_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0BDD170C7	WNT8A_FZD6_LRP6	simple:Q9H1J5	complex:FZD6_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC017027176	WNT7B_FZD6_LRP6	simple:P56706	complex:FZD6_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC01C485556	WNT7A_FZD6_LRP6	simple:O00755	complex:FZD6_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04FC6D5DC	WNT6_FZD6_LRP6	simple:Q9Y6F9	complex:FZD6_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC068774A8A	WNT4_FZD6_LRP6	simple:P56705	complex:FZD6_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC03671C9F6	WNT3A_FZD6_LRP6	simple:P56704	complex:FZD6_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC08E139858	WNT3_FZD6_LRP6	simple:P56703	complex:FZD6_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC081E1CE0B	WNT16_FZD6_LRP6	simple:Q9UBV4	complex:FZD6_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0342728D2	WNT11_FZD6_LRP6	simple:O96014	complex:FZD6_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0390D174C	WNT1_FZD6_LRP6	simple:P04628	complex:FZD6_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0FF762677	WNT9B_FZD6_LRP5	simple:O14905	complex:FZD6_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0EFB3CEDF	WNT9B_FZD6_LRP6	simple:O14905	complex:FZD6_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06EFA5CC2	WNT9A_FZD6_LRP5	simple:O14904	complex:FZD6_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0AB470FD0	WNT10A_FZD7_LRP6	simple:Q9GZT5	complex:FZD7_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC067A0FAD8	WNT16_FZD7_LRP6	simple:Q9UBV4	complex:FZD7_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04092E808	WNT1_FZD9_LRP5	simple:P04628	complex:FZD9_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC03686CF16	WNT3A_FDZ8_RYK	simple:P56704	complex:FDZ8_RYK	WNT3A		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0CF9E0563	WNT3_FDZ8_RYK	simple:P56703	complex:FDZ8_RYK	WNT3		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC03947D5B8	WNT1_FDZ8_RYK	simple:P04628	complex:FDZ8_RYK	WNT1		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0908CF012	WNT9B_FZD8_LRP5	simple:O14905	complex:FZD8_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0F68FD442	WNT9A_FZD8_LRP5	simple:O14904	complex:FZD8_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC01CC760EE	WNT8B_FZD8_LRP5	simple:Q93098	complex:FZD8_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC027A5CF3D	WNT8A_FZD8_LRP5	simple:Q9H1J5	complex:FZD8_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06EFB9697	WNT7B_FZD8_LRP5	simple:P56706	complex:FZD8_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B6D1BF72	WNT7A_FZD8_LRP5	simple:O00755	complex:FZD8_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0185A7BDE	WNT6_FZD8_LRP5	simple:Q9Y6F9	complex:FZD8_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC07D38F0B5	WNT4_FZD8_LRP5	simple:P56705	complex:FZD8_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0889E4F05	WNT3A_FZD8_LRP5	simple:P56704	complex:FZD8_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0D837BE1B	WNT11_FZD7_LRP6	simple:O96014	complex:FZD7_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0596FD9F6	WNT3_FZD8_LRP5	simple:P56703	complex:FZD8_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04590CF27	WNT11_FZD8_LRP5	simple:O96014	complex:FZD8_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC039BEEDE4	WNT10A_FZD8_LRP5	simple:Q9GZT5	complex:FZD8_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC062B25672	WNT1_FZD8_LRP5	simple:P04628	complex:FZD8_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0376B7DC8	WNT9B_FZD7_LRP6	simple:O14905	complex:FZD7_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0C6A402E9	WNT9A_FZD7_LRP6	simple:O14904	complex:FZD7_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC09FA2DFEB	WNT8B_FZD7_LRP6	simple:Q93098	complex:FZD7_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0A0207B24	WNT8A_FZD7_LRP6	simple:Q9H1J5	complex:FZD7_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0BFCEDA56	WNT7B_FZD7_LRP6	simple:P56706	complex:FZD7_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B5A3F59F	WNT7A_FZD7_LRP6	simple:O00755	complex:FZD7_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0F73E951B	WNT6_FZD7_LRP6	simple:Q9Y6F9	complex:FZD7_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC006CB27E1	WNT4_FZD7_LRP6	simple:P56705	complex:FZD7_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC07CD59D6A	WNT3A_FZD7_LRP6	simple:P56704	complex:FZD7_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06C2EDE8B	WNT3_FZD7_LRP6	simple:P56703	complex:FZD7_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0277D6476	WNT16_FZD8_LRP5	simple:Q9UBV4	complex:FZD8_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B95D4E55	WNT11_FZD9_LRP5	simple:O96014	complex:FZD9_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04DB219CB	WNT8B_FZD6_LRP5	simple:Q93098	complex:FZD6_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0C61B7F73	WNT7B_FZD6_LRP5	simple:P56706	complex:FZD6_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04CC06812	WNT16_FZD5_LRP5	simple:Q9UBV4	complex:FZD5_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC08E2BBB8C	WNT11_FZD5_LRP5	simple:O96014	complex:FZD5_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC012DB3194	WNT10A_FZD5_LRP5	simple:Q9GZT5	complex:FZD5_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC081332276	WNT1_FZD5_LRP5	simple:P04628	complex:FZD5_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B697A1AC	WNT9B_FZD4_LRP6	simple:O14905	complex:FZD4_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0F7419D8D	WNT9A_FZD4_LRP6	simple:O14904	complex:FZD4_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC023CD2194	WNT8B_FZD4_LRP6	simple:Q93098	complex:FZD4_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0FFE2D207	WNT8A_FZD4_LRP6	simple:Q9H1J5	complex:FZD4_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B4243FE6	WNT7B_FZD4_LRP6	simple:P56706	complex:FZD4_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0D9880D62	WNT7A_FZD4_LRP6	simple:O00755	complex:FZD4_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B2882B83	WNT6_FZD4_LRP6	simple:Q9Y6F9	complex:FZD4_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04AF69F59	WNT4_FZD4_LRP6	simple:P56705	complex:FZD4_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0DCBE8C69	WNT3A_FZD4_LRP6	simple:P56704	complex:FZD4_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0AA850318	WNT3_FZD5_LRP5	simple:P56703	complex:FZD5_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC092B44A03	WNT3_FZD4_LRP6	simple:P56703	complex:FZD4_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC010561E8D	WNT11_FZD4_LRP6	simple:O96014	complex:FZD4_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0C22F42DF	WNT1_FZD4_LRP6	simple:P04628	complex:FZD4_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC096736E48	WNT9B_FZD4_LRP5	simple:O14905	complex:FZD4_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0CDC53EF1	WNT9A_FZD4_LRP5	simple:O14904	complex:FZD4_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0BEC869BA	WNT8B_FZD4_LRP5	simple:Q93098	complex:FZD4_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC022BEBD83	WNT8A_FZD4_LRP5	simple:Q9H1J5	complex:FZD4_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC090C59110	WNT7B_FZD4_LRP5	simple:P56706	complex:FZD4_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0BAD0A831	WNT7A_FZD4_LRP5	simple:O00755	complex:FZD4_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC056F2D04E	WNT6_FZD4_LRP5	simple:Q9Y6F9	complex:FZD4_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC09C59F73D	WNT4_FZD4_LRP5	simple:P56705	complex:FZD4_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0BCA5D6A5	WNT3A_FZD4_LRP5	simple:P56704	complex:FZD4_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC09E6AC2F5	WNT3_FZD4_LRP5	simple:P56703	complex:FZD4_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC060CAF2BD	WNT16_FZD4_LRP5	simple:Q9UBV4	complex:FZD4_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC06E0B84C9	WNT16_FZD4_LRP6	simple:Q9UBV4	complex:FZD4_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0E88C8058	WNT8A_FZD6_LRP5	simple:Q9H1J5	complex:FZD6_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC00806A658	WNT3A_FZD5_LRP5	simple:P56704	complex:FZD5_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC03754EC20	WNT6_FZD5_LRP5	simple:Q9Y6F9	complex:FZD5_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0DFEAE26D	WNT7A_FZD6_LRP5	simple:O00755	complex:FZD6_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC04CBB7552	WNT6_FZD6_LRP5	simple:Q9Y6F9	complex:FZD6_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0C945DA9F	WNT4_FZD6_LRP5	simple:P56705	complex:FZD6_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC010EF74F3	WNT3A_FZD6_LRP5	simple:P56704	complex:FZD6_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC08EAA7ADA	WNT3_FZD6_LRP5	simple:P56703	complex:FZD6_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0A27844A8	WNT16_FZD6_LRP5	simple:Q9UBV4	complex:FZD6_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC08496F2AE	WNT11_FZD6_LRP5	simple:O96014	complex:FZD6_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC074781480	WNT1_FZD6_LRP5	simple:P04628	complex:FZD6_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC09A9169B5	WNT9B_FZD5_LRP6	simple:O14905	complex:FZD5_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0EDC637EC	WNT9A_FZD5_LRP6	simple:O14904	complex:FZD5_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B3B59128	WNT8B_FZD5_LRP6	simple:Q93098	complex:FZD5_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B07BD0D1	WNT8A_FZD5_LRP6	simple:Q9H1J5	complex:FZD5_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0171B2960	WNT7B_FZD5_LRP6	simple:P56706	complex:FZD5_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0A1AC8874	WNT4_FZD5_LRP5	simple:P56705	complex:FZD5_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC07F714A57	WNT7A_FZD5_LRP6	simple:O00755	complex:FZD5_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC033C6423D	WNT4_FZD5_LRP6	simple:P56705	complex:FZD5_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC03E162C20	WNT3A_FZD5_LRP6	simple:P56704	complex:FZD5_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0ACB46CDE	WNT3_FZD5_LRP6	simple:P56703	complex:FZD5_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
CPI-SC0B3222CB2	WNT16_FZD5_LRP6	simple:Q9UBV4	complex:FZD5_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.6560000000000001																																																																																																																																																													
